Airport ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz database time zone,Type,Source
1415,Rennes-Saint-Jacques Airport,Rennes,France,RNS,LFRN,48.0694999695,-1.73478996754,124,1.0,E,Europe/Paris,airport,OurAirports
1416,Lannion-Côte de Granit Airport,Lannion,France,LAI,LFRO,48.754398,-3.47166,290,1.0,E,Europe/Paris,airport,OurAirports
1417,Quimper-Cornouaille Airport,Quimper,France,UIP,LFRQ,47.97499847412109,-4.167789936065674,297,1.0,E,Europe/Paris,airport,OurAirports
1418,Nantes Atlantique Airport,Nantes,France,NTE,LFRS,47.153198242200006,-1.61073005199,90,1.0,E,Europe/Paris,airport,OurAirports
1419,Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,SBK,LFRT,48.5378,-2.85444,453,1.0,E,Europe/Paris,airport,OurAirports
1420,Morlaix-Ploujean Airport,Morlaix,France,MXN,LFRU,48.6031990051,-3.81577992439,272,1.0,E,Europe/Paris,airport,OurAirports
1421,Vannes-Meucon Airport,Vannes,France,VNE,LFRV,47.72330093383789,-2.718559980392456,446,1.0,E,Europe/Paris,airport,OurAirports
1422,Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,LFRZ,47.3105556,-2.1566667,13,1.0,E,Europe/Paris,airport,OurAirports
1423,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,LFSB,47.59,7.5291667,885,1.0,E,Europe/Paris,airport,OurAirports
1424,Colmar-Meyenheim Air Base,Colmar,France,,LFSC,47.922000885,7.39967012405,693,1.0,E,Europe/Paris,airport,OurAirports
1425,Dijon-Bourgogne Airport,Dijon,France,DIJ,LFSD,47.268902,5.09,726,1.0,E,Europe/Paris,airport,OurAirports
1426,Metz-Frescaty (BA 128) Air Base,Metz,France,MZM,LFSF,49.07170104980469,6.131669998168945,629,1.0,E,Europe/Paris,airport,OurAirports
1427,Épinal-Mirecourt Airport,Epinal,France,EPL,LFSG,48.325001,6.06998,1084,1.0,E,Europe/Paris,airport,OurAirports
1428,Haguenau Airport,Haguenau,France,,LFSH,48.7943000793,7.81760978699,491,1.0,E,Europe/Paris,airport,OurAirports
1429,Saint-Dizier-Robinson (BA 113) Air Base,St.-dizier,France,,LFSI,48.63600158691406,4.899419784545898,458,1.0,E,Europe/Paris,airport,OurAirports
1430,Montbéliard-Courcelles Airfield,Montbeliard,France,,LFSM,47.487,6.79054,1041,1.0,E,Europe/Paris,airport,OurAirports
1431,Nancy-Essey Airport,Nancy,France,ENC,LFSN,48.69210052490234,6.230460166931152,751,1.0,E,Europe/Paris,airport,OurAirports
1432,Nancy-Ochey (BA 133) Air Base,Nancy,France,,LFSO,48.583099365234375,5.954999923706055,1106,1.0,E,Europe/Paris,airport,OurAirports
1433,Pontarlier Airport,Pontarlier,France,,LFSP,46.90399932861328,6.3273701667785645,2683,1.0,E,Europe/Paris,airport,OurAirports
1434,Reims-Champagne (BA 112) Air Base,Reims,France,RHE,LFSR,49.310001,4.05,312,1.0,E,Europe/Paris,airport,OurAirports
1435,Strasbourg Airport,Strasbourg,France,SXB,LFST,48.53829956054688,7.628230094909668,505,1.0,E,Europe/Paris,airport,OurAirports
1436,Luxeuil-Saint-Sauveur (BA 116) Air Base,Luxeuil,France,,LFSX,47.7830556,6.36416667,913,1.0,E,Europe/Paris,airport,OurAirports
1437,Cuers-Pierrefeu Airport,Cuers,France,,LFTF,43.24779891967773,6.126699924468994,266,1.0,E,Europe/Paris,airport,OurAirports
1438,Toulon-Hyères Airport,Hyeres,France,TLN,LFTH,43.0973014832,6.14602994919,7,1.0,E,Europe/Paris,airport,OurAirports
1439,Nîmes-Arles-Camargue Airport,Nimes,France,FNI,LFTW,43.75740051269531,4.4163498878479,309,1.0,E,Europe/Paris,airport,OurAirports
1442,Ambérieu Air Base (BA 278),Amberieu,France,,LFXA,45.987301,5.32844,823,1.0,E,Europe/Paris,airport,OurAirports
1443,Damblain Airport,Damblain,France,,LFYD,48.08629989624024,5.664060115814209,1280,1.0,E,Europe/Paris,airport,OurAirports
1616,Alverca Air Base,Alverca,Portugal,AVR,LPAR,38.883301,-9.0301,11,0.0,E,Europe/Lisbon,airport,OurAirports
1617,Santa Maria Airport,Santa Maria (island),Portugal,SMA,LPAZ,36.97140121459961,-25.17060089111328,308,-1.0,E,Atlantic/Azores,airport,OurAirports
1618,Bragança Airport,Braganca,Portugal,BGC,LPBG,41.8578,-6.70713,2241,0.0,E,Europe/Lisbon,airport,OurAirports
1619,Beja Airport / Airbase,Beja (madeira),Portugal,BYJ,LPBJ,38.078899,-7.9324,636,0.0,E,Europe/Lisbon,airport,OurAirports
1620,Braga Municipal Aerodrome,Braga,Portugal,BGZ,LPBR,41.5871009827,-8.445139884949999,247,0.0,E,Europe/Lisbon,airport,OurAirports
1621,Aerodromo Municipal de Coimbra,Coimba,Portugal,,LPCO,40.158758,-8.470815,587,0.0,E,Europe/Lisbon,airport,OurAirports
1622,Cascais Airport,Cascais,Portugal,CAT,LPCS,38.724998,-9.35523,325,0.0,E,Europe/Lisbon,airport,OurAirports
1623,Coimbra Hospital Covões Heliport,Covilha,Portugal,,LPCV,40.194812,-8.460207,265,0.0,E,Europe/Lisbon,airport,OurAirports
1624,Évora Airport,Evora,Portugal,,LPEV,38.533501,-7.88964,807,0.0,E,Europe/Lisbon,airport,OurAirports
1625,Flores Airport,Flores,Portugal,FLW,LPFL,39.455299377441406,-31.13139915466309,112,-1.0,E,Atlantic/Azores,airport,OurAirports
1626,Faro Airport,Faro,Portugal,FAO,LPFR,37.0144004822,-7.96590995789,24,0.0,E,Europe/Lisbon,airport,OurAirports
1627,Graciosa Airport,Graciosa Island,Portugal,GRW,LPGR,39.09220123291016,-28.029800415039062,86,-1.0,E,Atlantic/Azores,airport,OurAirports
1628,Horta Airport,Horta,Portugal,HOR,LPHR,38.519901275634766,-28.71590042114257,118,-1.0,E,Atlantic/Azores,airport,OurAirports
1629,Lajes Airport,Lajes (terceira Island),Portugal,TER,LPLA,38.761799,-27.090799,180,-1.0,E,Atlantic/Azores,airport,OurAirports
1630,Monte Real Air Base,Monte Real,Portugal,QLR,LPMR,39.828335,-8.8875,187,0.0,E,Europe/Lisbon,airport,OurAirports
1631,Montijo Air Base,Montijo,Portugal,,LPMT,38.703899,-9.03592,46,0.0,E,Europe/Lisbon,airport,OurAirports
1632,Ovar Air Base,Ovar,Portugal,,LPOV,40.915901,-8.64592,56,0.0,E,Europe/Lisbon,airport,OurAirports
1633,João Paulo II Airport,Ponta Delgada,Portugal,PDL,LPPD,37.7411994934,-25.6979007721,259,-1.0,E,Atlantic/Azores,airport,OurAirports
1634,Pico Airport,Pico,Portugal,PIX,LPPI,38.554298,-28.441299,109,-1.0,E,Atlantic/Azores,airport,OurAirports
1635,Portimão Airport,Portimao,Portugal,PRM,LPPM,37.1493,-8.58396,5,0.0,E,Europe/Lisbon,airport,OurAirports
1636,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,LPPR,41.2481002808,-8.68138980865,228,0.0,E,Europe/Lisbon,airport,OurAirports
1637,Porto Santo Airport,Porto Santo,Portugal,PXO,LPPS,33.0733985901,-16.3500003815,341,0.0,E,Europe/Lisbon,airport,OurAirports
1638,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,38.7813,-9.13592,374,0.0,E,Europe/Lisbon,airport,OurAirports
1639,São Jorge Airport,Sao Jorge Island,Portugal,SJZ,LPSJ,38.66550064086914,-28.175800323486328,311,-1.0,E,Atlantic/Azores,airport,OurAirports
1640,Sintra Air Base,Sintra,Portugal,,LPST,38.8311,-9.33955,440,0.0,E,Europe/Lisbon,airport,OurAirports
1641,Tancos Airbase,Tancos,Portugal,,LPTN,39.475101,-8.36458,266,0.0,E,Europe/Lisbon,airport,OurAirports
1642,Vila Real Airport,Vila Real,Portugal,VRL,LPVR,41.2743,-7.72047,1805,0.0,E,Europe/Lisbon,airport,OurAirports
1643,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,LPVZ,40.725498,-7.88899,2060,0.0,E,Europe/Lisbon,airport,OurAirports
3986,Memmingen Allgau Airport,Memmingen,Germany,FMM,EDJA,47.9888000488,10.2395000458,2077,1.0,E,Europe/Berlin,airport,OurAirports
3998,Palma De Mallorca Airport,Palma de Mallorca,Spain,PMI,LEPA,39.551700592,2.73881006241,27,1.0,E,Europe/Madrid,airport,OurAirports
4091,Madeira Airport,Funchal,Portugal,FNC,LPMA,32.697899,-16.7745,192,0.0,E,Europe/Lisbon,airport,OurAirports
4165,Aachen-Merzbrück Airport,Aachen,Germany,AAH,EDKA,50.823055267333984,6.186388969421387,623,1.0,E,Europe/Berlin,airport,OurAirports
4166,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,48.7793998718,8.08049964905,408,1.0,E,Europe/Berlin,airport,OurAirports
4198,Weeze Airport,Weeze,Germany,NRN,EDLV,51.6024017334,6.14216995239,106,1.0,E,Europe/Berlin,airport,OurAirports
4207,Norden-Norddeich Airport,Norden,Germany,NOD,EDWS,53.6330566406,7.19027805328,3,1.0,E,Europe/Berlin,airport,OurAirports
4208,Juist Airport,Juist,Germany,JUI,EDWJ,53.68111038208008,7.055832862854004,7,1.0,E,Europe/Berlin,airport,OurAirports
4303,Enghien Moisselles Airfield,Enghien-moisselles,France,,LFFE,49.046398,2.35306,335,1.0,E,Europe/Paris,airport,OurAirports
4347,St. Mary's Airport,ST MARY\'S,United Kingdom,ISC,EGHE,49.91329956054688,-6.291669845581055,116,0.0,E,Europe/London,airport,OurAirports
5557,Heringsdorf Airport,Heringsdorf,Germany,HDF,EDAH,53.8787002563,14.152299881,93,1.0,E,Europe/Berlin,airport,OurAirports
5558,Heide-Büsum Airport,Büsum,Germany,HEI,EDXB,54.1533317566,8.90166664124,7,1.0,E,Europe/Berlin,airport,OurAirports
5559,Helgoland-Düne Airport,Helgoland,Germany,HGL,EDXH,54.1852798462,7.91583299637,8,1.0,E,Europe/Berlin,airport,OurAirports
5561,Nottingham Airport,Nottingham,United Kingdom,NQT,EGBN,52.91999816894531,-1.079169988632202,138,0.0,E,Europe/London,airport,OurAirports
5562,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,EGCN,53.4805378105,-1.01065635681,55,0.0,E,Europe/London,airport,OurAirports
5563,Campbeltown Airport,Campbeltown,United Kingdom,CAL,EGEC,55.437198638916016,-5.686389923095703,42,0.0,E,Europe/London,airport,OurAirports
5564,Eday Airport,Eday,United Kingdom,EOI,EGED,59.19060134887695,-2.7722198963165283,10,0.0,E,Europe/London,airport,OurAirports
5565,Fair Isle Airport,Fair Isle,United Kingdom,FIE,EGEF,59.53580093383789,-1.628059983253479,223,0.0,E,Europe/London,airport,OurAirports
5566,North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,EGEN,59.3675003052,-2.43443989754,40,0.0,E,Europe/London,airport,OurAirports
5567,Papa Westray Airport,Papa Westray,United Kingdom,PPW,EGEP,59.351699829100006,-2.9002799987800003,91,0.0,E,Europe/London,airport,OurAirports
5568,Stronsay Airport,Stronsay,United Kingdom,SOY,EGER,59.1553001404,-2.64139008522,39,0.0,E,Europe/London,airport,OurAirports
5569,Sanday Airport,Sanday,United Kingdom,NDY,EGES,59.250301361083984,-2.576669931411743,68,0.0,E,Europe/London,airport,OurAirports
5570,Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK,EGET,60.192199707,-1.24361002445,43,0.0,E,Europe/London,airport,OurAirports
5571,Westray Airport,Westray,United Kingdom,WRY,EGEW,59.3502998352,-2.95000004768,29,0.0,E,Europe/London,airport,OurAirports
5572,Land's End Airport,Land's End,United Kingdom,LEQ,EGHC,50.102798,-5.67056,398,0.0,E,Europe/London,airport,OurAirports
5573,Penzance Heliport,Penzance,United Kingdom,PZE,EGHK,50.128101,-5.51845,14,0.0,E,Europe/London,airport,OurAirports
5574,Anglesey Airport,Angelsey,United Kingdom,VLY,EGOV,53.2481002808,-4.53533983231,37,0.0,E,Europe/London,airport,OurAirports
5575,Barra Airport,Barra,United Kingdom,BRR,EGPR,57.0228,-7.44306,5,0.0,E,Europe/London,airport,OurAirports
5577,Donegal Airport,Dongloe,Ireland,CFN,EIDL,55.0442008972168,-8.340999603271484,30,0.0,E,Europe/Dublin,airport,OurAirports
5578,Weston Airport,Leixlip,Ireland,,EIWT,53.3521995544,-6.48611021042,150,0.0,E,Europe/Dublin,airport,OurAirports
5657,Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,EGOU,60.4252,-0.75,76,0.0,E,Europe/London,airport,OurAirports
5659,La Gomera Airport,La Gomera,Spain,GMZ,GCGM,28.029600143432617,-17.214599609375,716,0.0,E,Atlantic/Canary,airport,OurAirports
5781,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,LELO,42.4609534888,-2.32223510742,1161,1.0,E,Europe/Madrid,airport,OurAirports
5782,Île d'Yeu Airport,Île d'Yeu,France,IDY,LFEY,46.71860122680664,-2.3911099433898926,79,1.0,E,Europe/Paris,airport,OurAirports
5783,Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,47.560299,-0.312222,194,1.0,E,Europe/Paris,airport,OurAirports
5786,La Môle Airport,La Môle,France,LTT,LFTZ,43.205399,6.482,59,1.0,E,Europe/Paris,airport,OurAirports
5793,Corvo Airport,Corvo,Portugal,CVU,LPCR,39.671501,-31.1136,0,-1.0,E,Atlantic/Azores,airport,OurAirports
6421,Inishmore Aerodrome,Inis Mor,Ireland,IOR,EIIM,53.1067008972168,-9.653610229492188,24,0.0,U,Europe/Dublin,airport,OurAirports
6422,Connemara Regional Airport,Indreabhan,Ireland,NNR,EICA,53.23030090332031,-9.467780113220217,70,0.0,U,Europe/Dublin,airport,OurAirports
6423,Rügen Airport,Ruegen,Germany,GTI,EDCG,54.3833312988,13.3255558014,69,1.0,U,Europe/Berlin,airport,OurAirports
6450,Tannheim Airfield,Tannheim,Germany,,EDMT,48.009998,10.098611,1903,1.0,E,Europe/Berlin,airport,OurAirports
6454,Unst Airport,Unst,United Kingdom,UNT,EGPW,60.74720001220703,-0.8538500070571899,0,0.0,E,Europe/London,airport,OurAirports
6460,Gustaf III Airport,Gustavia,France,SBH,TFFJ,17.904399871826172,-62.84360122680664,49,-4.0,E,,airport,OurAirports
6467,Oban Airport,North Connel,United Kingdom,OBN,EGEO,56.4635009765625,-5.399670124053955,20,0.0,E,Europe/London,airport,OurAirports
6479,Courchevel Airport,Courcheval,France,CVF,LFLJ,45.39670181274414,6.6347198486328125,6588,1.0,E,Europe/Paris,airport,OurAirports
6483,Isle of Wight / Sandown Airport,Isle Of Wight,United Kingdom,,EGHN,50.653099,-1.18221998,55,0.0,E,Europe/London,airport,OurAirports
6487,Andernos Les Bains Airport,Andernos-Les-Bains,France,,LFCD,44.7561,-1.06333,66,1.0,E,Europe/Paris,airport,OurAirports
6489,Bienenfarm Airport,Nauen,Germany,,EDOI,52.661667,12.745833,120,1.0,E,Europe/Berlin,airport,OurAirports
6493,La Rochelle-Île de Ré Airport,La Rochelle,France,LRH,LFBH,46.17919921875,-1.1952799558639526,74,1.0,E,Europe/Paris,airport,OurAirports
6522,Uetersen/Heist Airport,Uetersen,Germany,,EDHE,53.64638900756836,9.704167366027832,23,1.0,E,Europe/Berlin,airport,OurAirports
6756,Leon Airport,Leon,Spain,LEN,LELN,42.5890007019043,-5.65556001663208,3006,1.0,E,Europe/Madrid,airport,OurAirports
6757,Burgos Airport,Burgos,Spain,RGS,LEBG,42.357601,-3.62076,2945,1.0,E,Europe/Madrid,airport,OurAirports
6798,Weser-Wümme Airport,Hellwege,Germany,,EDWM,53.05389022827149,9.208610534667969,59,1.0,E,Europe/Berlin,airport,OurAirports
6830,Flugplatz Finsterwalde/Heinrichsruh,Finsterwalde,Germany,,EDAS,51.634445,13.675556,384,1.0,E,Europe/Berlin,airport,OurAirports
6840,Dinslaken/Schwarze Heide Airport,Dinslaken,Germany,,EDLD,51.616112,6.865278,217,1.0,E,Europe/Berlin,airport,OurAirports
6841,Höxter-Holzminden Airport,Hoexter Holzminden,Germany,,EDVI,51.80666732788086,9.37833309173584,1263,1.0,E,Europe/Berlin,airport,OurAirports
6868,Sabadell Airport,Sabadell,Spain,QSA,LELL,41.52090072631836,2.1050798892974854,485,1.0,E,Europe/Madrid,airport,OurAirports
6886,Lympne Airport,Lympne,United Kingdom,LYM,EGMK,51.08,1.013,351,0.0,E,Europe/London,airport,OurAirports
6910,Harle Airport,Harlesiel,Germany,,EDXP,53.706668853759766,7.820278167724609,7,1.0,E,Europe/Berlin,airport,OurAirports
6911,Wangerooge Airport,Wangerooge,Germany,AGE,EDWG,53.78277969360352,7.913888931274414,7,1.0,E,Europe/Berlin,airport,OurAirports
6973,Volkel Air Base,Volkel,Netherlands,,EHVK,51.657222,5.7077778,72,1.0,E,Europe/Amsterdam,airport,OurAirports
6975,Langeoog Airport,Langeoog,Germany,LGO,EDWL,53.74250030517578,7.497777938842773,7,1.0,E,Europe/Berlin,airport,OurAirports
7030,Inisheer Aerodrome,Inisheer,Ireland,INQ,EIIR,53.064701080322266,-9.510899543762209,40,0.0,E,Europe/Dublin,airport,OurAirports
7047,Whiting Field Naval Air Station South Airport,Cuxhaven,Germany,,KNDZ,30.70439910888672,-87.02300262451172,177,-6.0,E,America/Chicago,airport,OurAirports
7134,Nabern/Teck Airport,Kirchheim-Teck,Germany,,EDTN,48.61277771,9.477222442629998,1214,1.0,E,Europe/Berlin,airport,OurAirports
7459,Lleida-Alguaire Airport,Lleida,Spain,ILD,LEDA,41.728185,0.535023,1170,1.0,E,Europe/Madrid,airport,OurAirports
7461,Ouessant Airport,Ouessant,France,,LFEC,48.46319961547852,-5.06358003616333,142,1.0,U,Europe/Paris,airport,OurAirports
7468,Inishmaan Aerodrome,Inishmaan,Ireland,IIA,EIMN,53.09299850463867,-9.568059921264648,15,0.0,U,Europe/Dublin,airport,OurAirports
7488,Huesca/Pirineos Airport,Huesca,Spain,HSK,LEHC,42.0760993958,-0.316666990519,1768,1.0,U,Europe/Madrid,airport,OurAirports
7489,Ciudad Real Central Airport,Ciudad Real,Spain,CQM,LERL,38.8563888889,-3.97,0,1.0,U,Europe/Madrid,airport,OurAirports
7492,Colonsay Airstrip,Colonsay,United Kingdom,CSA,EGEY,56.0574989319,-6.243060112,44,0.0,U,Europe/London,airport,OurAirports
7498,Tresco Heliport,Tresco,United Kingdom,,EGHT,49.94559860229492,-6.331389904022217,20,0.0,U,Europe/London,airport,OurAirports
7538,Würzburg-Schenkenturm Airport,Wuerzburg,Germany,,EDFW,49.81778,9.8975,991,1.0,E,Europe/Berlin,airport,OurAirports
7542,São Jacinto Airport,Aveiro,Portugal,,LPAV,40.656741,-8.741544,26,0.0,E,Europe/Lisbon,airport,OurAirports
7544,Hopsten Air Base,Hopsten,Germany,,ETNP,52.33869934082031,7.541329860687256,423,1.0,E,Europe/Berlin,airport,OurAirports
7703,Fréjus Airport,Frejus,France,FRJ,LFTU,43.4175,6.7357,33,1.0,E,Europe/Paris,airport,OurAirports
7722,London Heliport,London,United Kingdom,,EGLW,51.46972274779999,-0.179444000125,18,0.0,E,Europe/London,airport,OurAirports
7726,Linkenheim Airport,Linkenheim,Germany,,EDRI,49.14166641235352,8.394721984863281,325,1.0,E,Europe/Berlin,airport,OurAirports
7728,Hilversum Airfield,Hilversum,Netherlands,,EHHV,52.191898,5.14694,3,1.0,E,Europe/Amsterdam,airport,OurAirports
7730,Texel Airfield,Texel,Netherlands,,EHTX,53.115299,4.83361,2,1.0,E,Europe/Amsterdam,airport,OurAirports
7731,La Cerdanya Airport,Das i Fontanals de Cerdanya,Spain,,LECD,42.38639831542969,1.86667001247406,3586,1.0,E,Europe/Madrid,airport,OurAirports
7773,White Waltham Airfield,Maidenhead,United Kingdom,,EGLM,51.5008010864,-0.774443984032,131,0.0,E,Europe/London,airport,OurAirports
7787,Engels heliport,Ebenhofen,Germany,,EBEN,51.21166610717773,4.580832958221436,33,1.0,E,Europe/Brussels,airport,OurAirports
7792,Emporia Municipal Airport,Kempten,Germany,EMP,KEMP,38.3320999146,-96.1912002563,1208,-6.0,E,America/Chicago,airport,OurAirports
7800,Skå-Edeby Airport,Essen,Germany,,ESSE,59.34510040283203,17.74049949645996,0,1.0,E,Europe/Stockholm,airport,OurAirports
7804,Wycombe Air Park,Wycombe,United Kingdom,HYC,EGTB,51.6116981506,-0.8083329796790001,515,0.0,E,Europe/London,airport,OurAirports
7805,Bembridge Airport,Bembridge,United Kingdom,BBP,EGHJ,50.6781005859,-1.10943996906,53,0.0,E,Europe/London,airport,OurAirports
7831,Hunt Field,Lindau,Germany,LND,KLND,42.8152008057,-108.730003357,5586,-7.0,E,America/Denver,airport,OurAirports
7834,Hoogeveen Airfield,Hoogeveen,Netherlands,,EHHO,52.730801,6.51611,40,1.0,E,Europe/Amsterdam,airport,OurAirports
7835,Teuge Airport,Deventer,Netherlands,,EHTE,52.2447013855,6.04666996002,17,1.0,E,Europe/Amsterdam,airport,OurAirports
7836,Midden-Zeeland Airport,Middelburg,Netherlands,,EHMZ,51.5121994019,3.73111009598,6,1.0,E,Europe/Amsterdam,airport,OurAirports
7837,Ameland Airfield,Ameland,Netherlands,,EHAL,53.451698,5.67722,11,1.0,E,Europe/Amsterdam,airport,OurAirports
7838,Saint-Cyr-l'École Airport,Saint-Cyr,France,,LFPZ,48.8114013671875,2.0747199058532715,371,1.0,E,Europe/Paris,airport,OurAirports
7855,Roitzschjora Airfield,Roitzschjora,Germany,,EDAW,51.577778,12.494444,289,1.0,U,Europe/Berlin,airport,OurAirports
7867,De Peel Air Base,Deurne,Netherlands,,EHDP,51.51729965209961,5.855720043182373,98,1.0,E,Europe/Amsterdam,airport,OurAirports
7892,Strasbourg Neuhof Airfield,Strasbourg Neudorf,France,,LFGC,48.554401,7.77806,456,1.0,E,Europe/Paris,airport,OurAirports
7893,Nannhausen Airport,Nannhausen,Germany,,EDRN,49.9702796936,7.47916698456,1224,1.0,E,Europe/Berlin,airport,OurAirports
7903,Marl-Loemühle Airfield,Recklinghausen,Germany,,EDLM,51.647202,7.16333,240,1.0,U,Europe/Berlin,airport,OurAirports
7905,Lahr Airport,Lahr,Germany,LHA,EDTL,48.3693008423,7.82772016525,511,1.0,E,Europe/Berlin,airport,OurAirports
7918,Regensburg-Oberhub Airport,Regensburg,Germany,,EDNR,49.14194488525391,12.081944465637209,1299,1.0,E,Europe/Berlin,airport,OurAirports
7933,Cochstedt Airport,Cochstedt,Germany,CSO,EDBC,51.8563995361,11.42029953,594,1.0,E,Europe/Berlin,airport,OurAirports
8006,Landshut Airport,Landshut,Germany,,EDML,48.51166534423828,12.033332824707031,1312,1.0,E,Europe/Berlin,airport,OurAirports
8007,Itzehoe/Hungriger Wolf Airport,Itzehoe,Germany,,EDHF,53.99444580078125,9.578611373901367,89,1.0,E,Europe/Berlin,airport,OurAirports
8035,Allstedt Airport,Allstedt,Germany,,EDBT,51.38055419921875,11.446666717529297,932,1.0,E,Europe/Berlin,airport,OurAirports
8039,Peine-Eddesse Airport,Peine,Germany,,EDVP,52.402500152600005,10.228889465299998,249,1.0,E,Europe/Berlin,airport,OurAirports
8054,Spremberg-Welzow Airport,Welzow,Germany,,EDCY,51.57555770874024,14.136943817138672,374,1.0,E,Europe/Berlin,airport,OurAirports
8079,Megève Airport,Verdun,France,MVV,LFHM,45.82080078125,6.652219772338867,4823,1.0,U,Europe/Paris,airport,OurAirports
8080,Méribel Altiport,Ajaccio,France,MFX,LFKX,45.407003,6.577942,5636,1.0,U,Europe/Paris,airport,OurAirports
8085,Rotenburg (Wümme) Airport,Rotenburg Wuemme,Germany,,EDXQ,53.12833404541016,9.348610877990724,98,1.0,E,Europe/Berlin,airport,OurAirports
8086,Wipperfürth-Neye Airport,Wipperfuerth,Germany,,EDKN,51.124168395996094,7.373610973358154,863,1.0,E,Europe/Berlin,airport,OurAirports
8087,Osnabrück-Atterheide Airport,Osnabrueck,Germany,,EDWO,52.286388,7.969722,287,1.0,E,Europe/Berlin,airport,OurAirports
8088,Flugplatz Ballenstedt,Ballenstedt,Germany,,EDCB,51.745834,11.229722,535,1.0,E,Europe/Berlin,airport,OurAirports
8089,Flugplatz Hartenholm,Hasenmoor,Germany,,EDHM,53.915001,10.035556,108,1.0,E,Europe/Berlin,airport,OurAirports
8090,Ganderkesee Atlas Airfield,Ganderkesee,Germany,,EDWQ,53.03611,8.505556,95,1.0,E,Europe/Berlin,airport,OurAirports
8091,Nienburg-Holzbalge Airport,Nienburg Weser,Germany,,EDXI,52.709720611572266,9.162500381469728,82,1.0,E,Europe/Berlin,airport,OurAirports
8092,Damme Airfield,Damme,Germany,,EDWC,52.487499,8.185556,151,1.0,E,Europe/Berlin,airport,OurAirports
8093,Borkenberge Airport,Duelmen,Germany,,EDLB,51.7799987793,7.28805589676,157,1.0,E,Europe/Berlin,airport,OurAirports
8094,Obermehler-Schlotheim Airport,Obermehler,Germany,,EDCO,51.26777648925781,10.634721755981444,909,1.0,E,Europe/Berlin,airport,OurAirports
8095,Hodenhagen Airport,Hodenhagen,Germany,,EDVH,52.761865,9.61056,79,1.0,E,Europe/Berlin,airport,OurAirports
8096,Grube Airport,Grube,Germany,,EDHB,54.24444580078125,11.0247220993042,7,1.0,E,Europe/Berlin,airport,OurAirports
8098,Celle-Arloh Airport,Celle,Germany,,EDVC,52.68722152709961,10.11138916015625,207,1.0,E,Europe/Berlin,airport,OurAirports
8099,Uelzen Airport,Uelzen,Germany,,EDVU,52.9838905334,10.4650001526,246,1.0,E,Europe/Berlin,airport,OurAirports
8100,Hamm-Lippewiesen Airport,Hamm,Germany,,EDLH,51.689720153808594,7.816111087799072,190,1.0,E,Europe/Berlin,airport,OurAirports
8101,Lüsse Airport,Luesse,Germany,,EDOJ,52.141109466552734,12.664722442626951,217,1.0,E,Europe/Berlin,airport,OurAirports
8102,Porta Westfalica Airport,Bad Oeynhausen,Germany,,EDVY,52.22083282470703,8.859167098999023,148,1.0,E,Europe/Berlin,airport,OurAirports
8103,Brilon/Hochsauerlandkreis Airfield,Brilon,Germany,,EDKO,51.4025,8.641667,1509,1.0,E,Europe/Berlin,airport,OurAirports
8104,Hameln-Pyrmont Airport,Bad Pyrmont,Germany,,EDVW,51.96666717529297,9.291666984558104,1178,1.0,E,Europe/Berlin,airport,OurAirports
8105,Nordholz-Spieka Airfield,Cuxhaven,Germany,,EDXN,53.767223,8.643611,72,1.0,E,Europe/Berlin,airport,OurAirports
8106,Köthen Airport,Koethen,Germany,KOQ,EDCK,51.7211112976,11.9527778625,305,1.0,E,Europe/Berlin,airport,OurAirports
8107,St. Michaelisdonn Airport,Sankt Michaelisdonn,Germany,,EDXM,53.978057861328125,9.14472198486328,125,1.0,E,Europe/Berlin,airport,OurAirports
8108,Salzgitter-Drütte Airport,Salzgitter,Germany,,EDVS,52.15444564819336,10.42666721343994,328,1.0,E,Europe/Berlin,airport,OurAirports
8109,Karlshöfen Airport,Karlshoefen,Germany,,EDWK,53.33277893066406,9.028332710266112,20,1.0,E,Europe/Berlin,airport,OurAirports
8110,Oldenburg-Hatten Airfield,Oldenburg,Germany,,EDWH,53.06889,8.313611,26,1.0,E,Europe/Berlin,airport,OurAirports
8111,Rinteln Airport,Rinteln,Germany,,EDVR,52.17527770996094,9.053333282470703,180,1.0,E,Europe/Berlin,airport,OurAirports
8112,Münster-Telgte Airport,Muenster,Germany,,EDLT,51.94444274902344,7.773889064788818,177,1.0,E,Europe/Berlin,airport,OurAirports
